,title,cast,crew,genres,keywords
2479,Vicky Cristina Barcelona,"['ScarlettJohansson', 'RebeccaHall', 'JavierBardem']",['WoodyAllen'],"['Drama', 'Romance']","['barcelonaspain', 'menageatrois', 'author']"
2480,Arn: The Knight Templar,"['JoakimNätterqvist', 'SofiaHelin', 'StellanSkarsgård']",['PeterFlinth'],"['Action', 'Adventure', 'Drama', 'Romance']",['tvmovie']
2481,Boys and Girls,"['FreddiePrinzeJr.', 'ClaireForlani', 'JasonBiggs']",['RobertIscove'],"['Comedy', 'Drama', 'Romance']","['soulmates', 'newlove', 'platoniclove', 'lovers', 'girlfriend', 'modelstudent', 'friendship', 'motherlylove', 'studentmovie', 'student', 'university', 'relationship']"
2482,White Oleander,"['AlisonLohman', 'MichellePfeiffer', 'ColeHauser']",['PeterKosminsky'],['Drama'],"['poison', 'prison', 'lossoffamily', 'lossoffather', 'fosterparents', ""women'sprison"", 'familyrelationships', 'badmother', ""children'sservices""]"
2483,Jennifer's Body,"['MeganFox', 'AmandaSeyfried', 'JohnnySimmons']",['KarynKusama'],"['Comedy', 'Horror']","['bloodthirstiness', 'highschool', 'sexualmurder', 'horror', 'gore', 'slumberparty', 'demon', 'succubus', 'candlelightvigil', 'duringcreditsstinger', 'womandirector']"
2484,Drowning Mona,"['DannyDeVito', 'BetteMidler', 'NeveCampbell']",['NickGomez'],"['Comedy', 'Crime', 'Mystery']","['suspicion', 'suspect', 'investigation', 'remake', 'murder', 'death', 'accident', 'dysfunctional']"
2485,Radio Days,"['WoodyAllen', 'MiaFarrow', 'JeffDaniels']",['WoodyAllen'],"['Comedy', 'Drama']","['beach', 'taxidriver', 'worldwarii', 'radio', 'coneyisland', 'independentfilm', 'workingclass', 'binoculars', 'cigarettegirl', 'radioplays']"
2486,Remember Me,"['RobertPattinson', 'EmiliedeRavin', 'PierceBrosnan']",['AllenCoulter'],"['Drama', 'Romance']","['newyork', 'fathersonrelationship', 'grieving', 'romanticdrama', 'youngadult', 'collegestudent', '21stcentury']"
2487,How to Deal,"['MandyMoore', 'TrentFord', 'AllisonJanney']",['ClareKilner'],"['Drama', 'Comedy', 'Romance']",['womandirector']
2488,My Stepmother is an Alien,"['DanAykroyd', 'KimBasinger', 'JonLovitz']",['RichardBenjamin'],"['Comedy', 'ScienceFiction']","['alien', 'spoof', 'sneeze', 'levitation', 'message']"
2489,Philadelphia,"['TomHanks', 'DenzelWashington', 'JasonRobards']",['JonathanDemme'],['Drama'],"['gay', 'aids', 'homophobia', 'jurors', 'court', 'partner', 'hiv', 'lawyer', 'dying', 'discrimination', 'judiciary']"
2490,The Thirteenth Floor,"['CraigBierko', 'ArminMueller-Stahl', 'GretchenMol']",['JosefRusnak'],"['Thriller', 'ScienceFiction', 'Mystery']","['artificialintelligence', 'simulation', 'computerprogram', 'virtualreality', 'dystopia', 'murder', 'losangeles']"
2491,The Cookout,"['JaRule', 'TimMeadows', 'JeniferLewis']",['LanceRivera'],"['Comedy', 'Drama']",['comedy']
2492,Meteor,"['SeanConnery', 'NatalieWood', 'KarlMalden']",['RonaldNeame'],"['Action', 'ScienceFiction', 'Thriller']","['meteor', 'disaster', 'disasterfilm', 'disastermovie']"
2493,Duets,"['GwynethPaltrow', 'ScottSpeedman', 'MariaBello']",['BrucePaltrow'],"['Comedy', 'Drama', 'Music']",['musical']
2494,Hollywood Ending,"['WoodyAllen', 'GeorgeHamilton', 'TéaLeoni']",['WoodyAllen'],"['Comedy', 'Drama']","['blindnessandimpairedvision', 'creativecrisis', 'filmdirector']"
2495,Detroit Rock City,"['GiuseppeAndrews', 'JamesDeBello', 'EdwardFurlong']",['AdamRifkin'],"['Comedy', 'Music']","['parentskidsrelationship', 'kiss', 'independentfilm', 'youth', 'drug', 'detroit']"
2496,Highlander,"['ChristopherLambert', 'RoxanneHart', 'ClancyBrown']",['RussellMulcahy'],"['Adventure', 'Action', 'Fantasy']","['newyork', 'scotland', 'swordplay', 'sword', 'cut-offhead', 'immortality']"
2497,Things We Lost in the Fire,"['HalleBerry', 'BeniciodelToro', 'DavidDuchovny']",['SusanneBier'],['Drama'],"['sadness', 'lossoffather', 'junkie', 'luxury', 'heroin', 'beauty', 'charity', 'funeral', 'widow', 'lossofhusband', 'ersatz', 'bestfriend', 'womandirector']"
2498,Steel,"[""ShaquilleO'Neal"", 'AnnabethGish', 'RichardRoundtree']",['KennethJohnson'],"['ScienceFiction', 'Action', 'Adventure']","['dccomics', 'losangeles', 'soldier', 'military']"
2499,The Immigrant,"['MarionCotillard', 'JeremyRenner', 'JoaquinPhoenix']",['JamesGray'],"['Drama', 'Romance']","['newyork', 'corruption', 'sistersisterrelationship', 'magic', 'immigrant', 'nudity', 'nightmare', 'ship', 'quarantine', 'love', 'murder', 'money', 'escape', 'doctor', 'prostitution', 'poland', 'illness']"
2500,The White Countess,"['RalphFiennes', 'NatashaRichardson', 'HiroyukiSanada']",['JamesIvory'],"['Drama', 'History', 'Family', 'Romance']",[]
2501,Trance,"['JamesMcAvoy', 'VincentCassel', 'RosarioDawson']",['DannyBoyle'],"['Thriller', 'Crime', 'Drama', 'Mystery']","['amnesia', 'artthief', 'hypnotism', 'heistmovie', 'duringcreditsstinger']"
2502,Soul Plane,"['TomArnold', 'KevinHart', 'MethodMan']",['JessyTerrero'],"['Romance', 'Comedy']","['blackpeople', 'hip-hop', 'nightclub', 'airplane', 'chaos', 'champagne']"
2503,Welcome to the Sticks,"['KadMerad', 'DanyBoon', 'ZoéFélix']",['DanyBoon'],['Comedy'],"['clocktower', 'jealousy', 'cheating', 'provence', 'lie', 'southernfrance', 'postman', 'flush', ""mama'sboy"", 'bias', 'localspeciality', 'jobtransfer', 'northernfrance', 'disabled', 'dialect']"
2504,Good,"['ViggoMortensen', 'JasonIsaacs', 'MarkStrong']",['VicenteAmorim'],['Drama'],"['germany', 'nazis', 'nazism', 'euthanasia']"
2505,Enter the Void,"['NathanielBrown', 'PazdelaHuerta', 'CyrilRoy']",['GasparNoé'],"['Fantasy', 'Drama']","['prostitute', 'hallucination', 'stripclub', 'afterlife', 'surrealism', 'drugtrip', 'unsimulatedsex', 'incest', 'drugdeal', 'psychedelic', 'dmt', 'newfrenchextremism', 'drugs']"
2506,Vamps,"['AliciaSilverstone', 'KrystenRitter', 'SigourneyWeaver']",['AmyHeckerling'],"['Comedy', 'Romance', 'Horror']","['vampire', 'love', 'womandirector']"
2507,Hachi: A Dog's Tale,"['RichardGere', 'JoanAllen', 'JasonAlexander']",['LasseHallström'],"['Drama', 'Family']","['japanese', 'loyalty', 'humananimalrelationship', 'friendship', 'friends', 'familyrelationships', 'dog', 'newspaperreporter', 'familydog', 'waiting']"
2508,Zulu,"['OrlandoBloom', 'ForestWhitaker', 'ConradKemp']",['JérômeSalle'],"['Crime', 'Drama', 'Thriller']",[]
2509,The Homesman,"['HilarySwank', 'TommyLeeJones', 'GraceGummer']",['TommyLeeJones'],"['Western', 'Drama']","['dancing', 'basedonnovel', 'revenge', 'nativeamerican', 'violence', 'wildwest', 'driveninsane', 'abusivemarriage', 'refusedservices', 'prisonwagon', 'lostinthedesert', 'buffaloskin']"
2510,Juwanna Mann,"['MiguelA.Núñez,Jr.', 'VivicaA.Fox', 'KevinPollak']",['JesseVaughan'],"['Comedy', 'Drama']","['sport', 'basketball', 'beautifulwoman', 'hitincrotch', 'crossdressing', 'thestarspangledbanner']"
2511,Ararat,"['SimonAbkarian', 'CharlesAznavour', 'ChristopherPlummer']",['AtomEgoyan'],"['War', 'Drama']","['destructionofacivilization', 'turkey']"
2512,Madison,"['JimCaviezel', 'JakeLloyd', 'MaryMcCormack']",['WilliamBindley'],"['Action', 'Adventure', 'Drama']","['sport', 'independentfilm']"
2513,Slow Burn,"['RayLiotta', 'LLCoolJ', 'MekhiPhifer']",['WayneBeach'],"['Mystery', 'Crime', 'Drama', 'Thriller']",[]
2514,Wasabi,"['JeanReno', 'RyokoHirosue', 'MichelMuller']",['GérardKrawczyk'],"['Drama', 'Action', 'Comedy']","['handcuffs', 'hitman', 'loveletter', 'policeoperation', 'japanesemafia', 'golfclub', 'brutalcop']"
2515,Slither,"['NathanFillion', 'DonThompson', 'ElizabethBanks']",['JamesGunn'],"['Comedy', 'Horror', 'ScienceFiction']","['smalltown', 'mutant', 'meteor', 'meat', 'alien', 'violence', 'parasite', 'slug', 'bodilydismemberment', 'aftercreditsstinger', 'duringcreditsstinger', 'bodyhorror']"
2516,Beverly Hills Cop,"['EddieMurphy', 'JudgeReinhold', 'JohnAshton']",['MartinBrest'],"['Action', 'Comedy', 'Crime']","['california', 'showdown', 'undercover', 'stripclub', 'investigation', 'weapon', 'police', 'smuggling', 'swimmingpool', 'gunfight', 'mansion', 'losangeles', 'footchase', 'artgallery', 'carchase', 'warehouse', 'beverlyhills', 'buddycomedy', 'countryclub', 'maverickcop', 'detroitmichigan', 'damselindistress', 'barfight']"
2517,Home Alone,"['MacaulayCulkin', 'JoePesci', 'DanielStern']",['ChrisColumbus'],"['Comedy', 'Family']","['holiday', 'burglar', 'homeinvasion', 'mischief', 'boobytrap', 'homealone', 'suburbanchicago', 'mischievouschild', 'christmas', 'child']"
2518,Three Men and a Baby,"['TomSelleck', 'SteveGuttenberg', 'TedDanson']",['LeonardNimoy'],"['Family', 'Comedy', 'Drama']","['baby', 'roommate', 'bachelor', 'party', 'windeln', 'solteros']"
2519,Tootsie,"['DustinHoffman', 'JessicaLange', 'TeriGarr']",['SydneyPollack'],"['Comedy', 'Romance']","['infidelity', 'love', 'friends', 'crossdressing', 'reputation', 'unemployedactor', 'serenade', 'hitinthecrotch', 'apology', 'livetelevision', 'actress', 'actor']"
2520,Top Gun,"['TomCruise', 'KellyMcGillis', 'ValKilmer']",['TonyScott'],"['Action', 'Romance', 'War']","['lovesickness', 'lossoflover', 'fighterpilot', 'self-discovery', 'pilot', 'ejectionseat', 'dyinganddeath', 'officer', 'trainingcamp', 'airforce', 'airplane', 'dangerous', 'battleassignment', 'u.s.navy', 'hostility', 'secretlove', 'cowardliness', 'pilotschool']"
2521,"Crouching Tiger, Hidden Dragon","['ChowYun-fat', 'MichelleYeoh', 'ZhangZiyi']",['AngLee'],"['Adventure', 'Drama', 'Action', 'Romance']","['flying', 'martialarts', 'taskmaster', 'comb', 'tiger', 'desertthief', 'theft', 'femalemartialartist']"
2522,American Beauty,"['KevinSpacey', 'AnnetteBening', 'ThoraBirch']",['SamMendes'],['Drama'],"['malenudity', 'femalenudity', 'adultery', 'midlifecrisis', 'comingout', 'firsttime', 'camcorder', 'virgin', 'nudity', 'filmmaker', 'estateagent', 'satire', 'loneliness', 'darkcomedy', 'suburbia', 'comingofage', 'marijuana', 'exercise', 'parentchildrelationship', 'bittersweet', 'affair']"
2523,The King's Speech,"['ColinFirth', 'GeoffreyRush', 'HelenaBonhamCarter']",['TomHooper'],"['Drama', 'History']","['greatbritain', 'radio', 'monarchy', 'radiotransmission', 'royalfamily', 'speech', 'marriage', 'royalty', 'deathoffather']"
2524,Twins,"['ArnoldSchwarzenegger', 'DannyDeVito', 'KellyPreston']",['IvanReitman'],['Comedy'],"['perfection', 'delivery', 'lowintelligence', 'jetengine', 'twinsseparatedatbirth', 'artistcolony', 'samehabits', 'biologicalexperiment', 'opposites', 'catholicorphanage']"
2525,The Yellow Handkerchief,"['WilliamHurt', 'MariaBello', 'KristenStewart']",['UdayanPrasad'],"['Drama', 'Romance']",['independentfilm']
2526,The Color Purple,"['WhoopiGoldberg', 'MargaretAvery', 'DannyGlover']",['StevenSpielberg'],['Drama'],"['prison', 'africa', 'southernusa', 'rape', 'blackpeople', 'sistersisterrelationship', 'jazz', 'violentfather', 'violenthusband', 'empowerment', 'adoption', 'jazzmusician', 'letter', 'incest']"
2527,Tidal Wave,"['ParkJoong-hoon', 'SolKyung-gu', 'UhmJung-hwa']",['YoonJe-kyoon'],"['Action', 'Adventure', 'Drama', 'Thriller']","['helicopter', 'beach', 'lossoffather', 'giantwave', 'tsunami', 'familyrelationships', 'korea', 'disaster', 'cigarettesmoking', 'tears', 'singlefather', 'tearjerker', 'stuckinelevator', 'tidalwave', 'disasterfilm']"
2528,The Imitation Game,"['BenedictCumberbatch', 'KeiraKnightley', 'MatthewGoode']",['MortenTyldum'],"['History', 'Drama', 'Thriller', 'War']","['gay', 'england', 'worldwarii', 'mathematician', 'biography', 'logician', 'cryptography']"
2529,Private Benjamin,"['GoldieHawn', 'EileenBrennan', 'ArmandAssante']",['HowardZieff'],['Comedy'],"['paris', 'roleofwomen']"
2530,Coal Miner's Daughter,"['SissySpacek', 'TommyLeeJones', 'LevonHelm']",['MichaelApted'],"['Drama', 'Music']","['countrymusic', 'femalefriendship', 'biography', 'lorettalynn', 'washingtonstate', 'still', 'grandoleopry', 'nashvilletennessee', 'honkytonk', 'coal', 'coalmining', 'journeyshownonmap']"
2531,Diary of a Wimpy Kid,"['ZacharyGordon', 'RobertCapron', 'RachaelHarris']",['ThorFreudenthal'],"['Comedy', 'Family']","['basedonnovel', 'comingofage', 'youngboy', 'breakingthefourthwall', 'middleschool', 'popularity', 'duringcreditsstinger', 'liveactionandanimation', 'friendshipdrama', 'linedrawing']"
2532,Mama,"['JessicaChastain', 'NikolajCoster-Waldau', 'MeganCharpentier']",['AndyMuschietti'],['Horror'],['supernaturalhorror']
2533,National Lampoon's Vacation,"['ChevyChase', ""BeverlyD'Angelo"", 'ImogeneCoca']",['HaroldRamis'],"['Comedy', 'Adventure', 'Romance']","['usa', 'relatives', 'familyvacation', 'familyholiday', 'duringcreditsstinger']"
2534,Bad Grandpa,"['JohnnyKnoxville', 'JacksonNicoll', 'GeorginaCates']",['JeffTremaine'],['Comedy'],['duringcreditsstinger']
2535,The Queen,"['HelenMirren', 'MichaelSheen', 'JamesCromwell']",['StephenFrears'],['Drama'],"['upperclass', 'lossofmother', 'greatbritain', 'sadness', 'queen', 'monarchy', 'paparazzi', 'primeminister', 'headline', 'oscaraward', 'dyinganddeath', 'queenelisabethii', 'princecharles', 'buckinghampalace', 'royalfamily', 'ladydianaspencer']"
2536,Beetlejuice,"['GeenaDavis', 'AlecBaldwin', 'WinonaRyder']",['TimBurton'],"['Fantasy', 'Comedy']","['minister', 'giantsnake', 'skeleton', 'calypso', 'arts', 'afterlife', 'childbride', 'possession', 'surrealism', 'teenagegirl', 'ghost']"
2537,Why Did I Get Married?,"['TylerPerry', 'JillScott', 'JanetJackson']",['TylerPerry'],"['Comedy', 'Drama']",[]
2538,Little Women,"['WinonaRyder', 'GabrielByrne', 'TriniAlvarado']",['GillianArmstrong'],"['Drama', 'Romance']","['depression', 'motherdaughterrelationship', 'pregnant', 'desire', 'chalkboard', '\xa0nightgown', 'louisamayalcott', 'birthoftwins', 'womandirector']"
2539,The Woman in Black,"['DanielRadcliffe', 'CiaránHinds', 'SidneyJohnston']",['JamesWatkins'],"['Drama', 'Horror', 'Thriller']","['londonengland', 'secret', 'remake', 'revenge', 'lawyer', 'photograph', 'gothichorror', 'hammerhorror', 'estate', 'ghost', 'supernaturalpower']"
2540,When a Stranger Calls,"['CamillaBelle', 'KatieCassidy', 'TommyFlanagan']",['SimonWest'],"['Horror', 'Thriller']","['babysitter', 'deathofafriend', 'killer', 'strangeperson', 'call']"
2541,Big Fat Liar,"['FrankieMuniz', 'PaulGiamatti', 'AmandaBynes']",['ShawnLevy'],"['Comedy', 'Family']","['screenplay', 'filmproducer', 'auto', 'rightandjustice', 'liar', 'essay', 'intellectualproperty']"
2542,The Deer Hunter,"['RobertDeNiro', 'JohnCazale', 'JohnSavage']",['MichaelCimino'],"['Drama', 'War']","['vietnamveteran', 'pennsylvania', 'vietnam', 'party', 'escape', 'friend', 'vietcong', 'pittsburghsteelers']"
2543,Wag the Dog,"['DustinHoffman', 'RobertDeNiro', 'AnneHeche']",['BarryLevinson'],"['Comedy', 'Drama']","['washingtond.c.', 'rape', 'cia', 'usapresident', 'warveteran', 'staging', 'filmmaker', 'albania', 'sexscandal', 'senator', 'presidentialelection', 'gulfwar', 'mediaadviser', 'manipulationofthemedia', 'electioncampaign', 'government', 'war', 'soldier', 'extramaritalaffair']"
2544,The Lizzie McGuire Movie,"['HilaryDuff', 'AdamLamberg', 'HallieTodd']",['JimFall'],"['Family', 'Comedy']",[]
2545,Snitch,"['DwayneJohnson', 'BarryPepper', 'JonBernthal']",['RicRomanWaugh'],"['Thriller', 'Drama']","['fathersonrelationship', 'basedontruestory']"
2546,Krampus,"['AdamScott', 'ToniCollette', 'AllisonTolman']",['MichaelDougherty'],"['Horror', 'Comedy', 'Fantasy']","['fire', 'winter', 'santaclaus', 'snowstorm', 'christmastree', 'snow', 'fireplace', 'poweroutage', 'destruction', 'demon', 'germanaccent', 'family', 'blizzard', 'flashback', 'christmas', 'badkids', 'krampus']"
2547,The Faculty,"['JordanaBrewster', 'ElijahWood', 'CleaDuVall']",['RobertRodriguez'],"['Horror', 'Mystery', 'ScienceFiction']","['americanfootball', 'highschool', 'alien', 'teacher', 'teenager', 'drug', 'alieninfection', 'doppelganger', 'antiauthority', 'mob', 'students', 'groupthink']"
2548,What's Love Got to Do with It,"['AngelaBassett', 'LaurenceFishburne', 'VanessaBellCalloway']",['BrianGibson'],"['Drama', 'Music']","['priceoffame', 'tinaturner', 'blackwoman', 'cameoappearancebyreallifesubject', 'africanamericanmusic', 'blackfamily']"
2549,Cop Land,"['SylvesterStallone', 'HarveyKeitel', 'RayLiotta']",['JamesMangold'],"['Action', 'Crime', 'Drama']","['corruption', 'newjersey', 'handcuffs', 'fbi', 'bridge', 'police', 'burnedalive', 'murder', 'carcrash', 'independentfilm', 'badcop', 'arson', 'dirtycop', 'internalaffairs', 'caraccident', 'newyorkcity', 'violence', 'nypd', 'worldtradecenter', 'jumpingoffabridge', 'corruptcop']"
2550,Not Another Teen Movie,"['ChylerLeigh', 'ChrisEvans', 'JaimePressly']",['JoelGallen'],['Comedy'],"['underdog', 'ball', 'kiss', 'highschool', 'schoolparty', 'parody', 'crush', 'teenagecrush', 'promqueen', 'sittingonatoilet', 'aftercreditsstinger', 'duringcreditsstinger']"
2551,End of Watch,"['JakeGyllenhaal', 'MichaelPeña', 'NatalieMartinez']",['DavidAyer'],"['Crime', 'Drama', 'Thriller']","['losangeles', 'bulletproofvest', 'u.s.marine', 'medalofvalor', 'policesergeant', 'felon', 'goldengun']"
2552,The Skulls,"['JoshuaJackson', 'PaulWalker', 'HillHarper']",['RobCohen'],"['Crime', 'Drama', 'Thriller']","['journalist', 'secretsociety', 'pizza', 'wealth', 'payphone', 'rooftop', 'attemptedsuicide', 'fraternity', 'footrace', 'ivyleague', 'u.s.senator', 'dininghall']"
2553,The Theory of Everything,"['EddieRedmayne', 'FelicityJones', 'CharlieCox']",['JamesMarsh'],"['Drama', 'Romance']","['wifehusbandrelationship', 'biography', 'physicist', 'basedonmemoir', 'stephenhawking', 'fictionalizedbiography', 'motorneurondisease', 'als']"
2554,Malibu's Most Wanted,"['JamieKennedy', 'TayeDiggs', 'AnthonyAnderson']",['JohnWhitesell'],"['Comedy', 'Crime']","['streetgang', 'losangeles']"
2555,Where the Heart Is,"['NataliePortman', 'AshleyJudd', 'StockardChanning']",['MattWilliams'],"['Comedy', 'Drama', 'Romance']","['california', 'baby', 'supermarket', 'oklahoma', 'pregnancyandbirth', 'pregnantminor', 'change', 'tennessee', 'unwillinglypregnant', 'teenagepregnancy', 'startingover']"
2556,Lawrence of Arabia,"[""PeterO'Toole"", 'AlecGuinness', 'AnthonyQuinn']",['DavidLean'],"['Adventure', 'Drama', 'History', 'War']","['cairo', 'arabian', 'worldwari', 'horse', 'jerusalem', 'britisharmy', 'britishempire', 'damascus', 'camel', 'war', 'desert', 'arab', 'ottomanempire']"
2557,Halloween II,"['ScoutTaylor-Compton', 'SheriMoonZombie', 'TylerMane']",['RobZombie'],['Horror'],"['nurse', 'shotgun', 'nudity', 'therapist', 'book', 'halloween', 'barn', 'deathofafriend', 'insanity', 'numberintitle', 'rampage', 'purgatory', 'hospital', 'pentagram', 'overturningcar', 'mentalinstitution', 'red', 'murderer', 'violence', 'whitehorse', 'duringcreditsstinger', 'michaelmyers', 'phantomjam']"
2558,Wild,"['ReeseWitherspoon', 'LauraDern', 'ThomasSadoski']",['Jean-MarcVallée'],['Drama'],"['adventure', 'biography', 'hiking', 'basedontruestory', 'traveller']"
2559,The Last House on the Left,"['GarretDillahunt', 'MichaelBowen', 'JoshuaCox']",['DennisIliadis'],"['Crime', 'Thriller', 'Horror', 'Drama']","['rape', 'whitetrash', 'revenge', 'murder', 'dysfunctionalfamily', 'swimmer', 'family']"
2560,The Wedding Date,"['DebraMessing', 'DermotMulroney', 'AmyAdams']",['ClareKilner'],"['Comedy', 'Romance']","['basedonnovel', 'callboy', 'wedding', 'escort', 'fakeboyfriend', 'womandirector']"
2561,Halloween: Resurrection,"['JamieLeeCurtis', 'BradLoree', 'BustaRhymes']",['RickRosenthal'],"['Horror', 'Thriller']","['brothersisterrelationship', 'innocence', 'serialkiller', 'michaelmyers']"
2562,The Princess Bride,"['CaryElwes', 'RobinWright', 'MandyPatinkin']",['RobReiner'],"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']","['swashbuckler', 'evilprince', 'referencetosocrates', 'referencetoplato', 'screwball', 'impersonation']"
